cve_id,vendor,vendor_display,description,cvss_vector,B,H,class,published,epss,kev_override,source
CVE-2020-6977,ge healthcare,GE Healthcare,GE Healthcare Ultrasound products (Update A),CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2.515,7.5,IIb,2020-02-18,0.0,false,ICSMA index (live rebuild)
CVE-2018-6021,ge healthcare,GE Healthcare,Silex Technology SX-500/SD-320AN or GE Healthcare MobileLink (Update B),CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:L,3.11,7.5,IIb,2018-05-08,0.0,false,ICSMA index (live rebuild)
CVE-2024-1486,ge healthcare,GE Healthcare,GE Healthcare Ultrasound products (Update A),CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,1.437,7.5,IIb,2020-02-18,0.0,false,ICSMA index (live rebuild)
CVE-2018-6020,ge healthcare,GE Healthcare,Silex Technology SX-500/SD-320AN or GE Healthcare MobileLink (Update B),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,3.887,7.5,IIb,2018-05-08,0.0,false,ICSMA index (live rebuild)
CVE-2019-10966,ge healthcare,GE Healthcare,GE Aestiva and Aespire Anesthesia (Update A),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,3.887,7.5,IIb,2019-07-09,0.0,false,ICSMA index (live rebuild)
CVE-2019-3464,medtronic,Medtronic,Medtronic Valleylab FT10 and FX8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2019-11-07,0.0,false,ICSMA index (live rebuild)
CVE-2023-31222,medtronic,Medtronic,Medtronic Paceart Optima System,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2023-06-29,0.0,false,ICSMA index (live rebuild)
CVE-2019-6538,medtronic,Medtronic,Medtronic Conexus Radio Frequency Telemetry Protocol (Update C),CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:C/C:N/I:H/A:H,2.835,10.0,III,2019-03-21,0.0,false,ICSMA index (live rebuild)
CVE-2020-25187,medtronic,Medtronic,Medtronic MyCareLink Smart,CVSS:3.0/AV:A/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,2.068,10.0,III,2020-12-08,0.0,false,ICSMA index (live rebuild)
CVE-2020-27252,medtronic,Medtronic,Medtronic MyCareLink Smart,CVSS:3.0/AV:A/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,2.068,10.0,III,2020-12-08,0.0,false,ICSMA index (live rebuild)
CVE-2020-25183,medtronic,Medtronic,Medtronic MyCareLink Smart,CVSS:3.0/AV:A/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2.068,10.0,III,2020-12-08,0.0,false,ICSMA index (live rebuild)
CVE-2018-10596,medtronic,Medtronic,Medtronic 2090 Carelink Programmer Vulnerabilities (Update C),CVSS:3.0/AV:N/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,1.182,10.0,III,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2019-10964,medtronic,Medtronic,Medtronic MiniMed 508 and Paradigm Series Insulin Pumps,CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:U/C:L/I:H/A:H,1.62,7.5,IIb,2019-06-27,0.0,false,ICSMA index (live rebuild)
CVE-2019-13539,medtronic,Medtronic,Medtronic Valleylab FT10 and FX8,CVSS:3.0/AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,1.048,7.5,IIb,2019-11-07,0.0,false,ICSMA index (live rebuild)
CVE-2025-4394,medtronic,Medtronic,Medtronic MyCareLink Patient Monitor,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.915,10.0,III,2025-07-24,0.0,false,ICSMA index (live rebuild)
CVE-2025-4395,medtronic,Medtronic,Medtronic MyCareLink Patient Monitor,CVSS:3.1/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.915,10.0,III,2025-07-24,0.0,false,ICSMA index (live rebuild)
CVE-2019-6540,medtronic,Medtronic,Medtronic Conexus Radio Frequency Telemetry Protocol (Update C),CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2.835,10.0,III,2019-03-21,0.0,false,ICSMA index (live rebuild)
CVE-2025-4393,medtronic,Medtronic,Medtronic MyCareLink Patient Monitor,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:H,1.048,10.0,III,2025-07-24,0.0,false,ICSMA index (live rebuild)
CVE-2018-8870,medtronic,Medtronic,Medtronic MyCareLink Patient Monitor,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,0.523,10.0,III,2018-06-28,0.0,false,ICSMA index (live rebuild)
CVE-2023-25931,medtronic,Medtronic,Medtronic Micro Clinician and InterStim Apps,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:H,0.915,7.5,IIb,2023-03-06,0.0,false,ICSMA index (live rebuild)
CVE-2018-10631,medtronic,Medtronic,Medtronic N'Vision Clinician Programmer (Update A),CVSS:3.0/AV:P/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,0.381,7.5,IIb,2018-05-17,0.0,false,ICSMA index (live rebuild)
CVE-2018-8868,medtronic,Medtronic,Medtronic MyCareLink Patient Monitor,CVSS:3.0/AV:P/AC:H/PR:L/UI:N/S:C/C:H/I:L/A:L,0.418,10.0,III,2018-06-28,0.0,false,ICSMA index (live rebuild)
CVE-2019-13543,medtronic,Medtronic,Medtronic Valleylab FT10 and FX8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,3.887,7.5,IIb,2019-11-07,0.0,false,ICSMA index (live rebuild)
CVE-2018-14781,medtronic,Medtronic,Medtronic MiniMed MMT-500/MMT-503 Remote Controllers (Update A),CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N,1.62,7.5,IIb,2018-08-07,0.0,false,ICSMA index (live rebuild)
CVE-2018-5446,medtronic,Medtronic,Medtronic 2090 Carelink Programmer Vulnerabilities (Update C),CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:C/C:H/I:N/A:N,0.523,10.0,III,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2018-10622,medtronic,Medtronic,Medtronic MyCareLink 24950 Patient Monitor,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:C/C:H/I:N/A:N,0.523,10.0,III,2018-08-07,0.0,false,ICSMA index (live rebuild)
CVE-2018-5448,medtronic,Medtronic,Medtronic 2090 Carelink Programmer Vulnerabilities (Update C),CVSS:3.0/AV:A/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N,1.182,10.0,III,2018-02-27,0.0,false,ICSMA index (live rebuild)
CVE-2018-10634,medtronic,Medtronic,Medtronic MiniMed MMT-500/MMT-503 Remote Controllers (Update A),CVSS:3.0/AV:A/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,1.182,7.5,IIb,2018-08-07,0.0,false,ICSMA index (live rebuild)
CVE-2019-13531,medtronic,Medtronic,Medtronic Valleylab FT10 and LS10,CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:L,0.523,7.5,IIb,2019-11-07,0.0,false,ICSMA index (live rebuild)
CVE-2022-32537,medtronic,Medtronic,Medtronic NGP 600 Series Insulin Pumps,CVSS:3.0/AV:A/AC:H/PR:L/UI:N/S:U/C:N/I:H/A:N,1.182,7.5,IIb,2022-09-20,0.0,false,ICSMA index (live rebuild)
CVE-2018-8849,medtronic,Medtronic,Medtronic N'Vision Clinician Programmer (Update A),CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,0.915,7.5,IIb,2018-05-17,0.0,false,ICSMA index (live rebuild)
CVE-2018-18984,medtronic,Medtronic,"Medtronic 9790, 2090 CareLink, and 29901 Encore Programmers",CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,0.915,10.0,III,2018-12-13,0.0,false,ICSMA index (live rebuild)
CVE-2019-13535,medtronic,Medtronic,Medtronic Valleylab FT10 and LS10,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,0.915,7.5,IIb,2019-11-07,0.0,false,ICSMA index (live rebuild)
CVE-2018-10626,medtronic,Medtronic,Medtronic MyCareLink 24950 Patient Monitor,CVSS:3.0/AV:A/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:N,1.296,10.0,III,2018-08-07,0.0,false,ICSMA index (live rebuild)
CVE-2018-18564,roche,Roche,Roche Diagnostics Point of Care Handheld Medical Devices (Update A),CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,1.62,7.5,IIb,2018-11-06,0.0,false,ICSMA index (live rebuild)
CVE-2018-18565,roche,Roche,Roche Diagnostics Point of Care Handheld Medical Devices (Update A),CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:C/C:H/I:L/A:H,1.62,7.5,IIb,2018-11-06,0.0,false,ICSMA index (live rebuild)
CVE-2018-18562,roche,Roche,Roche Diagnostics Point of Care Handheld Medical Devices (Update A),CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:C/C:N/I:H/A:H,1.62,7.5,IIb,2018-11-06,0.0,false,ICSMA index (live rebuild)
CVE-2018-18563,roche,Roche,Roche Diagnostics Point of Care Handheld Medical Devices (Update A),CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:C/C:N/I:H/A:H,1.62,7.5,IIb,2018-11-06,0.0,false,ICSMA index (live rebuild)
CVE-2018-18561,roche,Roche,Roche Diagnostics Point of Care Handheld Medical Devices (Update A),CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2.835,7.5,IIb,2018-11-06,0.0,false,ICSMA index (live rebuild)
CVE-2018-19012,dräger,Dräger,Dräger Infinity Delta,CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2.515,7.5,IIb,2019-01-22,0.0,false,ICSMA index (live rebuild)
CVE-2018-19010,dräger,Dräger,Dräger Infinity Delta,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2.835,7.5,IIb,2019-01-22,0.0,false,ICSMA index (live rebuild)
CVE-2018-19014,dräger,Dräger,Dräger Infinity Delta,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2.835,7.5,IIb,2019-01-22,0.0,false,ICSMA index (live rebuild)
CVE-2019-0708,spacelabs,Spacelabs,Spacelabs Xhibit Telemetry Receiver (XTR),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.887,7.5,IIb,2020-02-18,0.0,false,ICSMA index (live rebuild)
CVE-2020-10627,insulet,Insulet,Insulet Omnipod,CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:L,2.515,7.5,IIb,2020-03-19,0.0,false,ICSMA index (live rebuild)
CVE-2024-6795,baxter,Baxter,Baxter Connex Health Portal,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,3.887,7.5,IIb,2024-09-05,0.0,false,ICSMA index (live rebuild)
CVE-2024-48966,baxter,Baxter,Baxter Life2000 Ventilation System,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,3.887,7.5,IIb,2024-11-14,0.0,false,ICSMA index (live rebuild)
CVE-2024-48967,baxter,Baxter,Baxter Life2000 Ventilation System,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,3.887,7.5,IIb,2024-11-14,0.0,false,ICSMA index (live rebuild)
CVE-2024-5176,baxter,Baxter,Baxter Welch Allyn Configuration Tool,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:L,2.835,7.5,IIb,2024-05-30,0.0,false,ICSMA index (live rebuild)
CVE-2024-9834,baxter,Baxter,Baxter Life2000 Ventilation System,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,2.515,7.5,IIb,2024-11-14,0.0,false,ICSMA index (live rebuild)
CVE-2024-9832,baxter,Baxter,Baxter Life2000 Ventilation System,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,2.515,7.5,IIb,2024-11-14,0.0,false,ICSMA index (live rebuild)
CVE-2024-48971,baxter,Baxter,Baxter Life2000 Ventilation System,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,2.515,7.5,IIb,2024-11-14,0.0,false,ICSMA index (live rebuild)
CVE-2024-48973,baxter,Baxter,Baxter Life2000 Ventilation System,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,2.515,7.5,IIb,2024-11-14,0.0,false,ICSMA index (live rebuild)
CVE-2024-48974,baxter,Baxter,Baxter Life2000 Ventilation System,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,2.515,7.5,IIb,2024-11-14,0.0,false,ICSMA index (live rebuild)
CVE-2024-48970,baxter,Baxter,Baxter Life2000 Ventilation System,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,2.515,7.5,IIb,2024-11-14,0.0,false,ICSMA index (live rebuild)
CVE-2020-12045,baxter,Baxter,Baxter Sigma Spectrum Infusion Pumps (Update B),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:H,3.887,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2020-12041,baxter,Baxter,Baxter Sigma Spectrum Infusion Pumps (Update B),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:H,3.887,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2024-6796,baxter,Baxter,Baxter Connex Health Portal,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:N,3.887,7.5,IIb,2024-09-05,0.0,false,ICSMA index (live rebuild)
CVE-2020-12016,baxter,Baxter,Baxter ExactaMix (Update A),CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2.221,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2020-12032,baxter,Baxter,Baxter ExactaMix (Update A),CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2.221,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2017-0143,baxter,Baxter,Baxter ExactaMix (Update A),CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2.221,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2020-12035,baxter,Baxter,Baxter PrismaFlex and PrisMax (Update B),CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:L,2.835,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2020-12008,baxter,Baxter,Baxter ExactaMix (Update A),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.887,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2020-12048,baxter,Baxter,Baxter Phoenix Hemodialysis Delivery System (Update A),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.887,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2022-26394,baxter,Baxter,Baxter Sigma Spectrum Infusion Pump (Update A),CVSS:3.0/AV:A/AC:H/PR:N/UI:N/S:C/C:L/I:H/A:L,1.62,7.5,IIb,2022-09-08,0.0,false,ICSMA index (live rebuild)
CVE-2020-8004,baxter,Baxter,Baxter Life2000 Ventilation System,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.887,7.5,IIb,2024-11-14,0.0,false,ICSMA index (live rebuild)
CVE-2024-1275,baxter,Baxter,Baxter Welch Allyn Connex Spot Monitor,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N,2.221,7.5,IIb,2024-05-30,0.0,false,ICSMA index (live rebuild)
CVE-2020-12040,baxter,Baxter,Baxter Sigma Spectrum Infusion Pumps (Update B),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,3.887,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2020-12047,baxter,Baxter,Baxter Sigma Spectrum Infusion Pumps (Update B),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,3.887,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2020-12043,baxter,Baxter,Baxter Sigma Spectrum Infusion Pumps (Update B),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,3.887,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2020-12012,baxter,Baxter,Baxter ExactaMix (Update A),CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.915,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2020-12024,baxter,Baxter,Baxter ExactaMix (Update A),CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.915,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2020-12036,baxter,Baxter,Baxter PrismaFlex and PrisMax (Update B),CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,2.835,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2020-12020,baxter,Baxter,Baxter ExactaMix (Update A),CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:H,1.835,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2020-12037,baxter,Baxter,Baxter PrismaFlex and PrisMax (Update B),CVSS:3.0/AV:P/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:L,0.667,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2022-26393,baxter,Baxter,Baxter Sigma Spectrum Infusion Pump (Update A),CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:L,1.62,7.5,IIb,2022-09-08,0.0,false,ICSMA index (live rebuild)
CVE-2020-12039,baxter,Baxter,Baxter Sigma Spectrum Infusion Pumps (Update B),CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,0.915,7.5,IIb,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2022-26390,baxter,Baxter,Baxter Sigma Spectrum Infusion Pump (Update A),CVSS:3.0/AV:P/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,0.523,7.5,IIb,2022-09-08,0.0,false,ICSMA index (live rebuild)
CVE-2022-26392,baxter,Baxter,Baxter Sigma Spectrum Infusion Pump (Update A),CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:N/A:N,1.62,7.5,IIb,2022-09-08,0.0,false,ICSMA index (live rebuild)
CVE-2019-18254,biotronik,BIOTRONIK,BIOTRONIK CardioMessenger II,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,0.915,10.0,III,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2019-18256,biotronik,BIOTRONIK,BIOTRONIK CardioMessenger II,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,0.915,10.0,III,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2019-18246,biotronik,BIOTRONIK,BIOTRONIK CardioMessenger II,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2.835,10.0,III,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2019-18248,biotronik,BIOTRONIK,BIOTRONIK CardioMessenger II,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2.835,10.0,III,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2019-18252,biotronik,BIOTRONIK,BIOTRONIK CardioMessenger II,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2.835,10.0,III,2020-06-18,0.0,false,ICSMA index (live rebuild)
CVE-2020-27264,sooil,SOOIL,SOOIL Dana Diabecare RS Products,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,2.835,7.5,IIb,2021-01-12,0.0,false,ICSMA index (live rebuild)
CVE-2020-27258,sooil,SOOIL,SOOIL Dana Diabecare RS Products,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2.835,7.5,IIb,2021-01-12,0.0,false,ICSMA index (live rebuild)
CVE-2020-27266,sooil,SOOIL,SOOIL Dana Diabecare RS Products,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2.835,7.5,IIb,2021-01-12,0.0,false,ICSMA index (live rebuild)
CVE-2020-27268,sooil,SOOIL,SOOIL Dana Diabecare RS Products,CVSS:3.0/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,2.835,7.5,IIb,2021-01-12,0.0,false,ICSMA index (live rebuild)
CVE-2020-27270,sooil,SOOIL,SOOIL Dana Diabecare RS Products,CVSS:3.0/AV:A/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,2.068,7.5,IIb,2021-01-12,0.0,false,ICSMA index (live rebuild)
CVE-2020-27272,sooil,SOOIL,SOOIL Dana Diabecare RS Products,CVSS:3.0/AV:A/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,2.068,7.5,IIb,2021-01-12,0.0,false,ICSMA index (live rebuild)
CVE-2020-27276,sooil,SOOIL,SOOIL Dana Diabecare RS Products,CVSS:3.0/AV:A/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,2.068,7.5,IIb,2021-01-12,0.0,false,ICSMA index (live rebuild)
CVE-2020-27269,sooil,SOOIL,SOOIL Dana Diabecare RS Products,CVSS:3.0/AV:A/AC:H/PR:N/UI:R/S:U/C:L/I:H/A:N,1.182,7.5,IIb,2021-01-12,0.0,false,ICSMA index (live rebuild)
CVE-2020-27256,sooil,SOOIL,SOOIL Dana Diabecare RS Products,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,0.915,7.5,IIb,2021-01-12,0.0,false,ICSMA index (live rebuild)
CVE-2020-27282,hamilton medical,Hamilton Medical,Hamilton-T1,CVSS:3.0/AV:P/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,0.667,7.5,IIb,2021-02-16,0.0,false,ICSMA index (live rebuild)
CVE-2020-27278,hamilton medical,Hamilton Medical,Hamilton-T1,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,0.915,7.5,IIb,2021-02-16,0.0,false,ICSMA index (live rebuild)
CVE-2020-27290,hamilton medical,Hamilton Medical,Hamilton-T1,CVSS:3.0/AV:P/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,0.667,7.5,IIb,2021-02-16,0.0,false,ICSMA index (live rebuild)
CVE-2021-43935,hillrom,Hillrom,Hillrom Welch Allyn Cardio Products,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2.221,7.5,IIb,2021-12-09,0.0,false,ICSMA index (live rebuild)
CVE-2022-26389,hillrom,Hillrom,Hillrom Medical Device Management,CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:L/A:H,1.777,7.5,IIb,2022-06-16,0.0,false,ICSMA index (live rebuild)
CVE-2022-26388,hillrom,Hillrom,Hillrom Medical Device Management,CVSS:3.0/AV:P/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:L,0.915,7.5,IIb,2022-06-16,0.0,false,ICSMA index (live rebuild)
CVE-2021-27410,hillrom,Hillrom,Hillrom Medical Device Management (Update B),CVSS:3.0/AV:A/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:L,1.182,7.5,IIb,2021-06-01,0.0,false,ICSMA index (live rebuild)
CVE-2021-27408,hillrom,Hillrom,Hillrom Medical Device Management (Update B),CVSS:3.0/AV:A/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:L,1.182,7.5,IIb,2021-06-01,0.0,false,ICSMA index (live rebuild)
CVE-2021-27489,zoll,ZOLL,ZOLL Defibrillator Dashboard,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,3.11,10.0,III,2021-06-10,0.0,false,ICSMA index (live rebuild)
CVE-2021-27481,zoll,ZOLL,ZOLL Defibrillator Dashboard,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,1.835,10.0,III,2021-06-10,0.0,false,ICSMA index (live rebuild)
CVE-2021-27487,zoll,ZOLL,ZOLL Defibrillator Dashboard,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,1.835,10.0,III,2021-06-10,0.0,false,ICSMA index (live rebuild)
CVE-2021-27485,zoll,ZOLL,ZOLL Defibrillator Dashboard,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,1.835,10.0,III,2021-06-10,0.0,false,ICSMA index (live rebuild)
CVE-2025-12699,zoll,ZOLL,ZOLL ePCR IOS Mobile Application,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,1.835,10.0,III,2026-02-10,0.0,false,ICSMA index (live rebuild)
CVE-2021-27483,zoll,ZOLL,ZOLL Defibrillator Dashboard,CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,1.835,10.0,III,2021-06-10,0.0,false,ICSMA index (live rebuild)
CVE-2021-27479,zoll,ZOLL,ZOLL Defibrillator Dashboard,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N,2.068,10.0,III,2021-06-10,0.0,false,ICSMA index (live rebuild)
CVE-2021-27495,ypsomed,Ypsomed,CVE-2021-27495,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:L/A:N,2.068,7.5,IIb,2021-07-15,0.0,false,ICSMA index (live rebuild)
CVE-2021-27491,ypsomed,Ypsomed,CVE-2021-27491,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,3.887,7.5,IIb,2021-07-15,0.0,false,ICSMA index (live rebuild)
CVE-2021-27499,ypsomed,Ypsomed,CVE-2021-27499,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,2.835,7.5,IIb,2021-07-15,0.0,false,ICSMA index (live rebuild)
CVE-2021-27503,ypsomed,Ypsomed,CVE-2021-27503,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,2.835,7.5,IIb,2021-07-15,0.0,false,ICSMA index (live rebuild)
CVE-2021-23236,fresenius kabi,Fresenius Kabi,Fresenius Kabi Agilia Connect Infusion System (Update A),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.887,7.5,IIb,2021-12-21,0.0,false,ICSMA index (live rebuild)
