cve_id,vendor,vendor_display,description,cvss_vector,B,H,class,published,epss,kev_override,source
CVE-2020-35340,fresenius kabi,Fresenius Kabi,Fresenius Kabi Agilia Connect Infusion System (Update A),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.887,7.5,IIb,2021-12-21,0.0,false,ICSMA index (live rebuild)
CVE-2021-41835,fresenius kabi,Fresenius Kabi,Fresenius Kabi Agilia Connect Infusion System (Update A),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,3.887,7.5,IIb,2021-12-21,0.0,false,ICSMA index (live rebuild)
CVE-2021-23196,fresenius kabi,Fresenius Kabi,Fresenius Kabi Agilia Connect Infusion System (Update A),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,3.887,7.5,IIb,2021-12-21,0.0,false,ICSMA index (live rebuild)
CVE-2021-23233,fresenius kabi,Fresenius Kabi,Fresenius Kabi Agilia Connect Infusion System (Update A),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,3.887,7.5,IIb,2021-12-21,0.0,false,ICSMA index (live rebuild)
CVE-2021-43355,fresenius kabi,Fresenius Kabi,Fresenius Kabi Agilia Connect Infusion System (Update A),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,3.887,7.5,IIb,2021-12-21,0.0,false,ICSMA index (live rebuild)
CVE-2021-31562,fresenius kabi,Fresenius Kabi,Fresenius Kabi Agilia Connect Infusion System (Update A),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N,3.887,7.5,IIb,2021-12-21,0.0,false,ICSMA index (live rebuild)
CVE-2021-23207,fresenius kabi,Fresenius Kabi,Fresenius Kabi Agilia Connect Infusion System (Update A),CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,2.012,7.5,IIb,2021-12-21,0.0,false,ICSMA index (live rebuild)
CVE-2021-44464,fresenius kabi,Fresenius Kabi,Fresenius Kabi Agilia Connect Infusion System (Update A),CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,2.835,7.5,IIb,2021-12-21,0.0,false,ICSMA index (live rebuild)
CVE-2021-33846,fresenius kabi,Fresenius Kabi,Fresenius Kabi Agilia Connect Infusion System (Update A),CVSS:3.0/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:H/A:N,0.706,7.5,IIb,2021-12-21,0.0,false,ICSMA index (live rebuild)
CVE-2021-33848,fresenius kabi,Fresenius Kabi,Fresenius Kabi Agilia Connect Infusion System (Update A),CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,2.835,7.5,IIb,2021-12-21,0.0,false,ICSMA index (live rebuild)
CVE-2021-33843,fresenius kabi,Fresenius Kabi,Fresenius Kabi Agilia Connect Infusion System (Update A),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,3.887,7.5,IIb,2021-12-21,0.0,false,ICSMA index (live rebuild)
CVE-2021-23195,fresenius kabi,Fresenius Kabi,Fresenius Kabi Agilia Connect Infusion System (Update A),CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,3.887,7.5,IIb,2021-12-21,0.0,false,ICSMA index (live rebuild)
CVE-2025-59668,nihon kohden,NIHON KOHDEN,NIHON KOHDEN Central Monitor CNS-6201,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.887,7.5,IIb,2025-10-23,0.0,false,ICSMA index (live rebuild)
CVE-2017-12718,icu medical,icu medical,Buffer overflow (Smiths Medical Medfusion 4000 / ICU Medical Plum 360),,2.2,7.5,IIb,,0.2577,false,patent [0025] frozen value - Patent criterion (i) binding constraint
CVE-2020-11896,treck,treck,"Treck TCP/IP stack heap overflow (Ripple20, ICSMA-20-168-01)",,3.9,7.5,IIb,,0.4263,false,patent [0025] frozen value - Patent criterion (iii) binding constraint
